10020	2	1	1	56203	29375	34.2	286444	1077.6625	168.46506	354.92673	165.97091	986															
10100	0	0	0	39370	32215.5	38.7	473891	2799.1316	727.86595	753.46316	219.02817	1379															
10140	0	2	0	69172	32750	39	593358	1295.3894	936.39014	110.97795	569.50321	1901															
10180	3	0	3	160828	32399	37.95	1407429	2960.9998	154.99238	685.23208	143.14418	3845															
10220	0	0	1	35654	26484.5	37.9	311891	824.02551	156.73036	525.88252	156.89251	882															
10300	2	1	2	100634	42916.5	37.45	838647	809.50995	36.315146	50.812614	21.096907	2102															
10420	23	9	17	677968	46697.5	37.6	10263066	910.11592	120.29325	134.24602	102.13808	16995															
10460	0	0	1	57987	31707	41.75	231482	2999.0754	351.90769	689.93357	357.92958	1025															
10500	4	4	4	141811	32112	34.5	1182167	1176.3148	165.59919	109.11573	161.87147	2916															
10540	0	1	2	108795	40274.5	38.9	1068092	1108.2125	760.36466	38.03792	390.93367	2272															
10580	44	39	9	820825	44777	38.3	11829327	2780.0025	102.10492	55.017058	61.619645	20670															
10620	3	2	1	59586	37373	37.1	469309	430.73181	147.08941	23.211524	133.08462	1372															
10660	0	0	1	30436	38477	40.6	333096	534.38239	449.95767	496.52032	94.204051	878															
10700	3	0	3	86258	31664	36.5	844692	585.66477	63.771841	84.852854	141.96937	1905															
10740	10	0	38	729083	34502	35.05	10012468	8636.2988	273.7402	590.67778	229.384	18857															
10760	0	2	0	48061	30832	38.3	424823	1238.3331	54.237744	63.727555	141.47834	890															
10780	3	1	4	145729	28458.5	35.7	1420268	1914.1683	165.27861	308.21769	176.39939	3289															
10820	0	0	1	34185	37063	39.6	471138	716.87717	623.24168	620.76903	89.876857	1399															
10860	1	0	1	39618	29238	33.7	300394	891.23284	211.63626	720.45915	195.08281	767															
10880	0	1	1	91122	44917	33.7	694075	737.28944	107.61082	111.96247	86.19998	1976															
10900	30	28	6	745906	46446	39.4	10169182	1426.0781	47.964182	34.072206	0	18016															
10940	0	2	1	44663	37557	35.2	309771	617.02238	68.032733	61.223217	120.26684	800															
10980	0	1	1	31708	34537.5	40.55	350581	554.60001	165.69876	150.41381	229.58104	874															
11020	1	3	1	131508	32365	39.3	1370972	574.13757	35.932638	68.012025	129.17225	3271															
11060	0	0	1	28516	30858	35	166716	712.46003	216.50826	676.84251	208.59324	513															
11100	4	0	7	225224	38009	36.4	2466236	2680.586	329.65206	795.01163	320.32123	5670															
11140	1	1	1	37073	31409	35.2	250115	685.89596	156.74726	80.95222	135.91561	690															
11180	0	0	1	82129	43164	35.95	826068	724.78807	404.88998	506.14652	206.02123	2028															
11220	0	3	1	57918	34541.5	38.55	453530	537.50582	116.96966	45.112701	106.86349	1227															
11300	8	0	3	132309	40104	37.3	1064717	481.04093	17.848771	200.32378	101.37527	2570															
11340	8	3	5	155748	34200	37.5	1271800	850.15356	72.162761	99.118031	0	3307															
11380	0	0	0	12985	34086	34.1	0	1055.1578	353.86987	882.67128	342.00368	296															
11420	1	0	1	33892	44420	36.8	372509	324.33467	91.891407	104.31147	68.404289	1014															
11460	12	4	4	310313	59203	34.6	5418195	589.11469	15.023544	28.331493	40.556625	7796															
11500	4	4	3	120033	34653	36.9	1060011	780.72785	63.454162	61.603584	111.32202	2455															
11540	2	0	9	198815	47965.5	34.8	3634676	946.0644	254.63167	251.93118	79.54248	5742															
11580	1	0	1	32209	30583	35.3	96506	637.26643	78.94998	463.36973	97.821722	412															
11620	1	0	1	54569	30625	38.8	582093	1327.5499	107.02763	555.0184	104.90066	1469															
11660	0	0	1	25626	27469	36.1	198531	958.52279	222.5153	325.5388	232.88427	566															
11700	20	9	7	368518	36667	39.6	4359861	1937.6834	60.373578	83.031475	49.312193	11288															
11740	1	1	0	50757	40594	36.55	485515	416.94707	115.61357	127.57044	73.068447	1126															
11780	3	5	1	102985	37281	37.2	714225	706.68189	129.59222	140.12162	134.21075	2087															
11820	0	2	1	34522	36799	40.45	327829	474.74362	879.55424	62.390007	504.6461	1483															
11860	1	0	0	16261	34698	36.9	167962	366.47731	482.67486	601.98637	280.6317	390															
11900	2	1	0	67628	28580	36	290396	692.77137	155.09967	48.214669	158.61911	1185															
11940	2	1	2	46570	31436	37.3	476362	396.65627	34.472461	131.72049	92.439149	843															
11980	1	0	1	51169	33401	39.1	264934	799.32256	30.525191	475.21454	41.539994	934															
12020	7	5	2	164194	36110.5	35.35	1600630	972.38916	71.598177	75.230747	17.300332	4284															
12060	179	103	120	4248273	46568	33.8	91376875	8440.8745	92.381543	0	14.258211	132372															
12100	12	13	1	252646	45876	37.7	4238803	569.17801	23.418761	38.910847	26.952995	6440															
12140	2	0	0	38687	44672	34.25	708969	325.87968	102.45958	116.37189	68.832432	995															
12180	0	3	2	79609	39695	36.5	553263	654.64505	42.520373	17.611697	149.44596	1550															
12220	4	0	2	113557	34432	33.2	973142	743.62992	103.34085	55.827263	134.62538	2276															
12260	20	8	13	496513	32301.5	35.45	5742072	3083.7191	8.34E-05	107.13939	57.835467	10435															
12300	3	8	1	117114	38939	38.5	1271643	867.58178	169.21677	187.069	210.31454	3256															
12380	0	0	1	38880	39375	37.8	493520	723.29008	424.43964	463.78361	100.42454	968															
12420	40	0	55	1256103	47076	34.2	24483538	4311.8035	101.42773	604.4476	109.24259	36708															
12540	10	21	13	658764	31250	34	6141218	8452.7266	72.229387	15.131057	82.582419	11811															
12580	56	91	41	2539260	58497	37.5	45338057	2586.3739	57.480001	0	44.694779	66657															
12620	0	10	3	146681	33108	38.85	1728982	2594.4882	221.02685	239.62831	264.11168	4200															
12660	0	0	3	54259	42200	36.75	872456	856.85924	308.6725	318.76733	19.808039	1773															
12700	19	7	2	224424	47239.5	47.85	2609699	382.74522	49.941598	65.012686	104.62514	8186															
12740	0	3	0	58693	41985	38.4	793504	692.18262	155.28121	144.90838	156.24083	2246															
12780	0	0	1	49133	31431	40	635194	521.96184	294.46109	526.30019	296.7959	1221															
12820	0	1	1	31696	20368	38.2	154875	797.85429	262.03123	239.33331	285.23021	495															
12860	1	3	1	61638	45743	36.75	495429	529.84684	90.756189	89.862712	198.38666	1317															
12900	0	0	1	32695	31646	37.5	415754	675.34863	287.30058	273.38735	217.18434	782															
12940	20	12	25	698038	34755.5	34.45	10550002	3338.9959	225.78704	255.20117	228.53283	16779															
12980	0	4	3	138066	41189	36.75	1759616	688.25183	68.543076	76.31861	77.632947	2782															
13020	0	4	2	106984	40237.5	38.45	1078649	407.8765	75.112917	60.974536	138.06892	2377															
13060	1	0	1	37924	32384	35	172537	917.68934	75.986775	574.53313	51.701389	731															
13100	0	0	0	22548	35139	39.3	192606	800.88357	533.22584	683.43666	356.16706	669															
13140	12	0	13	386935	33750	36.7	4606053	1949.7906	46.912212	430.62482	56.333999	7589															
13180	0	0	2	88226	46266	36.8	1037510	869.54483	259.9775	260.23692	24.093775	1990															
13220	5	5	3	72540	25407	39.2	713292	567.47668	186.39778	41.040645	225.72297	1757															
13260	2	0	1	47522	35916	37.8	411909	508.0768	60.362007	246.66743	125.14894	995															
13300	0	0	0	31949	25312.5	35	113693	723.82268	182.17802	695.27152	169.25195	422															
13340	1	2	1	49192	43315	36.2	675692	571.43928	115.33862	147.03533	66.923896	973															
13380	0	8	3	165428	42191	35.1	2122644	688.77367	1041.7807	234.03396	690.54025	5744															
13420	0	0	1	39764	26481.5	37.55	368227	1597.5123	639.22315	633.18726	165.76625	1127															
13460	0	3	1	114150	41322	40.95	1818691	1178.6178	675.53371	91.999988	347.0808	6258															
13500	1	0	1	28699	25608	35.1	175556	454.97644	144.22228	67.762203	158.98668	382															
13540	1	2	0	36903	42357	41.2	550892	669.9277	92.612065	86.587131	67.597351	1559															
13620	0	3	0	39527	33354	40.9	283087	1964.9516	158.01535	168.99472	177.6524	1068															
13644	49	14	4	1083596	69765.5	37.65	24386608	1141.5674	53.474084	28.825889	95.292657	33172															
13660	0	1	1	39801	32972	36.2	266116	572.18741	115.05899	107.60637	162.04871	793															
13700	0	0	0	34075	30531	36.3	258436	1206.4277	274.42167	803.20267	262.57339	636															
13740	6	0	3	139177	32500	39.1	2037704	5119.2716	820.86345	646.16237	676.74804	5565															
13780	16	9	2	256761	37007	38	2894633	1324.8169	3.7238787	50.130258	100.79269	4997															
13820	44	15	27	1053923	34780.5	36.95	17487262	5346.1199	0	16.018108	147.40484	26376															
13860	0	1	0	18770	34375	44.6	146154	4467.1186	160.71815	110.11909	160.66872	600															
13900	1	0	0	94736	30033	40.4	1208677	3914.8517	857.93381	867.88034	335.00342	2710															
13940	0	0	1	40454	34619.5	30	280919	1457.8954	658.91085	508.46186	518.27476	881															
13980	6	4	3	154056	33634	39.3	1478760	1141.312	170.48749	92.503263	199.99135	3230															
14020	9	0	0	166418	35080	37	1520240	1281.9178	39.932532	253.70992	107.21155	3822															
14060	4	0	7	151167	50081.5	36.75	1985496	1244.9323	136.64245	301.43169	90.902825	3661															
14100	5	2	0	86114	35662	41	940039	662.13591	56.491778	87.656238	34.787758	1885															
14140	5	2	1	109701	26882	40	871306	1039.7711	151.9528	76.19528	177.65001	2542															
14180	0	0	0	51566	26306	36.2	400212	856.29152	217.44385	207.63174	175.77927	810															
14220	2	0	1	44491	24311	36.4	211752	660.9188	239.75398	219.04289	314.0047	679															
14260	0	8	21	465529	35565.5	33.3	7075098	4190.0516	601.29393	305.73965	392.42709	17216															
14300	0	0	0	30943	35909	38	133711	897.74143	75.270218	487.27643	78.981795	503															
14340	0	0	1	24371	39966	38.7	188574	445.02557	430.63495	534.645	208.56102	567															
14380	1	1	1	39522	30876	38.4	405028	261.93368	128.84803	77.249159	122.69139	1545															
14420	1	0	0	24320	33688	38.2	214792	571.68674	359.50113	803.2345	351.27232	431															
14484	109	32	48	1809032	57100	37.4	57826340	1088.6236	5.595498	25.370064	62.17441	50775															
14500	0	2	12	270539	56869	35.7	6153651	782.81152	583.84318	798.30228	459.11655	10769															
14540	2	1	3	106523	31021.5	37.7	1335565	881.96144	140.95682	246.61265	154.63846	2730															
14580	1	0	0	68008	37760	35.1	1107859	2669.3564	786.91639	545.45683	644.27422	4714															
14620	1	2	0	45520	32532	38.3	423258	922.27894	86.6124	137.14852	154.54125	1097															
14660	0	0	1	81829	33719	41.4	895749	2648.798	574.52101	570.09131	76.215413	3039															
14700	0	0	4	65844	30408.5	40.9	645841	1012.8803	342.25501	375.64678	217.19776	2481															
14740	0	6	5	232129	48551	37.65	1819170	399.48479	962.8511	147.11461	605.06409	6020															
14780	1	0	1	30249	32411	39.8	294049	598.54337	46.056355	553.0217	59.551844	807															
14820	1	1	1	29725	39152	41.4	198106	393.83096	80.36917	99.986633	45.107533	862															
14860	33	13	21	825395	72202.5	38.05	26096448	595.99191	93.877606	26.397306	43.962648	26032															
14940	0	0	0	42745	44028	26.9	593724	5723.3431	548.13468	484.10781	407.42945	958															
15020	0	1	1	29461	27890	35.05	284157	447.06041	235.95502	213.48881	314.43861	731															
15060	0	1	0	21183	28813	48.6	147240	721.88353	664.23968	183.86124	272.86328	768															
15100	0	0	0	27920	37701	35.95	23249	712.49884	620.77734	668.02504	157.50157	796															
15140	0	0	1	17657	23688	34.5	131507	395.72496	188.36767	180.94939	187.5232	341															
15180	8	0	6	335184	24858	30.2	1996541	788.38757	290.08406	760.18578	264.38589	6154															
15220	2	0	1	37714	34020	39.65	338842	948.57395	134.20838	666.8507	122.57608	884															
15260	4	1	2	91000	31428.5	35.05	915476	1253.4836	132.80152	217.82284	174.29	2982															
15340	1	2	0	48414	36282	36.9	419400	367.29361	108.21302	122.55517	51.97985	960															
15380	19	74	26	1167396	43048	38.1	15342832	1558.3503	102.74417	115.2798	198.44564	26850															
15420	0	0	1	41680	32952.5	32.1	279089	2244.577	601.50404	473.01704	466.59974	1037															
15460	0	0	2	49321	38925.5	39.9	602602	641.58766	260.65205	404.56174	134.6882	1266															
15500	6	4	3	135602	39769	36.1	1493855	519.6827	175.83956	93.429494	205.18432	3239															
15540	1	11	1	199643	49326	36.4	3403492	1261.8991	174.78814	134.9971	169.2974	6645															
15580	1	0	1	34702	33460.5	39.3	357597	944.5902	844.78025	485.26736	673.68371	1110															
15620	0	1	1	45338	35729	36.5	437817	1136.5019	144.38207	133.52631	192.75496	1175															
15660	1	2	0	44945	36142	34.8	402573	390.12922	97.243115	70.423553	60.302572	977															
15700	0	1	1	30013	33295	42.4	323872	544.44906	62.769728	59.913525	82.30299	779															
15740	1	1	0	41533	29272.5	38.2	339838	584.35695	115.32614	92.481443	141.94873	912															
15764	74	31	39	1467437	66631	37.2	43874573	827.1627	14.09925	30.94179	62.686472	42719															
15780	0	0	0	34591	27440	38.3	202774	1329.1901	218.979	283.23409	230.31491	621															
15804	52	63	26	1176508	52215.5	37.25	18094982	1088.5374	0	6.134117	0	29596															
15820	1	0	0	24615	19688	34.6	216593	329.88744	118.77172	202.58196	202.87409	659															
15860	0	0	1	45988	33250	38.6	210097	1450.0002	493.03488	742.48728	381.31291	905															
15900	1	0	1	38919	34688	40.1	156655	919.03208	213.1546	369.20958	97.619045	718															
15940	4	22	8	424830	37271	38.2	5259408	943.01122	104.70348	140.5996	110.98817	10028															
15980	30	0	29	442567	42185	43.2	6330817	823.45007	89.333381	487.36492	93.327569	16544															
16020	0	0	1	87973	33229	37.3	1117698	1280.7644	242.98547	275.86215	62.010254	2714															
16060	1	0	3	62290	31560.5	36.15	406742	643.45512	213.90057	308.32944	31.981045	1287															
16100	0	0	1	51463	31277	33.8	560262	4689.0618	417.01707	755.67522	420.42362	1133															
16180	3	0	1	54248	39996	37.15	996542	105.26163	372.17931	102.10388	111.11032	2466															
16220	0	0	2	66461	32250	37.3	1116093	4123.8232	692.08826	806.99246	551.99888	2732															
16260	0	0	1	33779	32591	33.75	281143	3297.9756	293.95538	327.24324	162.81934	1241															
16300	3	0	5	237132	45060	37.1	3308455	1939.1974	299.28272	388.26371	110.39815	6498															
16340	1	2	0	41447	33614	34.95	261570	353.62472	111.6079	43.589551	79.553773	649															
16380	1	0	0	40950	41407	32.5	396513	462.84265	83.962987	150.72539	77.346987	976															
16420	0	1	0	31190	25417	37.7	176450	420.69638	178.23141	261.09538	112.07457	529															
16460	2	0	1	49193	34514.5	38.1	370009	686.75793	165.38964	363.76927	11.683999	1127															
16500	0	2	1	69586	32813	38.8	684237	1582.5227	896.25294	77.641549	537.22344	1999															
16540	4	4	1	121600	37356	37.5	1310423	737.13161	62.665514	39.063157	100.61585	2851															
16580	5	0	15	209582	44435	37.2	2300230	1911.429	103.49985	275.86162	63.608435	4895															
16620	6	25	3	307516	25625	39.2	3646769	2530.7734	140.09551	0	220.03793	7173															
16660	2	0	2	63055	35135	36.3	543219	731.9818	106.00051	319.27867	68.648821	1426															
16700	32	12	15	546854	34741	36.3	7293905	2390.2121	71.51471	133.92428	143.34654	15941															
16740	74	52	41	1349616	42434	35.4	26465606	3153.3222	102.81828	0.068282675	73.552205	42854															
16820	8	2	1	174222	39360	39.9	2206217	1688.2313	44.512392	67.348771	192.80403	5615															
16860	20	11	17	469794	35176	37.4	6609737	1967.5814	61.874264	93.299029	94.728722	11297															
16900	1	0	0	35166	34901.5	36.05	277774	601.48393	86.942603	30.97207	78.120281	554															
16940	0	0	2	81630	34107	37.45	930892	2686.0515	654.43779	848.58292	525.2307	2424															
16974	154	0	381	7599120	55659	35.6	1.52E+08	4524.635	136.08328	222.74723	0	197263															
